Autor;Título;Archivo;Volumen;Seccion;URL;Ano
Gianluca Pontrandolfo;El mediador lingüístico bajo la lupa: análisis de una interacción español-italiano en el entorno médico;n43_tribuna-GPontrandolfo.pdf;43;Tribuna;https://www.tremedica.org/wp-content/uploads/n43_tribuna-GPontrandolfo.pdf;2016
Jorge Casesmeiro Roger;Freud y la bella castellana;n43_tribuna-JCasesmeiroRoger.pdf;43;Tribuna;https://www.tremedica.org/wp-content/uploads/n43_tribuna-JCasesmeiroRoger.pdf;2016
Juan Valentín Fernández de la Gala;Nuestro ilustrador: Rabee Kiwan;n43_nuestroilustrador.pdf;43;Nuestr@ ilustrador@;https://www.tremedica.org/wp-content/uploads/n43_nuestroilustrador.pdf;2016
Luis Montiel;De cómo el uso del lenguaje puede convertir en acientífico un descubrimiento científico (y no pasa nada);n43_entremes-LMontiel.pdf;43;Entremeses;https://www.tremedica.org/wp-content/uploads/n43_entremes-LMontiel.pdf;2016
Mireia Vargas-Urpi;<em>La práctica de la mediación interlingüística e intercultural en el ámbito sanitario</em>;n43_resenas-MVargasUrpi.pdf;43;Reseñas;https://www.tremedica.org/wp-content/uploads/n43_resenas-MVargasUrpi.pdf;2016
Mohammed Hamza;#dotMED16. Life at the Nexus;n43_recensiones-MHamza.pdf;43;Recensiones;https://www.tremedica.org/wp-content/uploads/n43_recensiones-MHamza.pdf;2016
Mónica Lalanda;dotMED. Congreso de medicina creativa;n43_recensiones-MLalanda.pdf;43;Recensiones;https://www.tremedica.org/wp-content/uploads/n43_recensiones-MLalanda.pdf;2016
Òscar Miró|Inés María Fernández-Guerrero|Javier González de Dios;Presencia y relevancia de las revistas científicas editadas en lengua española incluidas en el repertorio Journal Citation Reports;n43_tribuna-OMiroEtAl.pdf;43;Tribuna;https://www.tremedica.org/wp-content/uploads/n43_tribuna-OMiroEtAl.pdf;2016
Pedro R. García Barreno;Arrinconamiento científico y flaqueza léxica;n43_editorial.pdf;43;Editorial;https://www.tremedica.org/wp-content/uploads/n43_editorial.pdf;2016
Redacción de Panace@;Agenda;n43_agenda.pdf;43;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n43_agenda.pdf;2016
Soledad Díaz Alarcón;Introducción a la traducción médica francés-español: los folletos de salud;n43_tribuna-SDiazAlarcon.pdf;43;Tribuna;https://www.tremedica.org/wp-content/uploads/n43_tribuna-SDiazAlarcon.pdf;2016
TERMCAT, Centre de Terminologia;Les vacunes al dia;n43_entremes-TERMCAT1.pdf;43;Entremeses;https://www.tremedica.org/wp-content/uploads/n43_entremes-TERMCAT1.pdf;2016
TERMCAT, Centre de Terminologia;Es diu <em>avena</em> o <em>civada</em>?;n43_entremes-TERMCAT2.pdf;43;Entremeses;https://www.tremedica.org/wp-content/uploads/n43_entremes-TERMCAT2.pdf;2016
Vicent Montalt;Shakespeare y la medicina: dramaturgias del cuerpo y la mente (II): «The senators of Rome are this good belly»;n43_tribuna-VMontalt.pdf;43;Tribuna;https://www.tremedica.org/wp-content/uploads/n43_tribuna-VMontalt.pdf;2016
Ana Atienza Díaz;Un análisis multidisciplinario de la comunicación médica;n44_resenas-AAtienzaDiaz.pdf;44;Reseñas;https://www.tremedica.org/wp-content/uploads/n44_resenas-AAtienzaDiaz.pdf;2016
Ana Toledo-Chávarri|Analía Abt-Sacks|Carola Orrego|Lilisbeth Perestelo-Pérez;El papel de la comunicación escrita en el empoderamiento en salud: un estudio cualitativo;n44_tribuna-AToledo-ChavarriEtAl.pdf;44;Tribuna;https://www.tremedica.org/wp-content/uploads/n44_tribuna-AToledo-ChavarriEtAl.pdf;2016
Esther Vázquez y del Árbol;Glosario inglés <> español de siglas, acrónimos y abreviaturas de documentos médicos;n44_tradyterm-EVazquezDelArbol.pdf;44;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n44_tradyterm-EVazquezDelArbol.pdf;2016
Fernando A. Navarro;¿Quién lo usó por vez primera? <em>Mastocito</em>;n44_entremes-FANavarro1.pdf;44;Entremeses;https://www.tremedica.org/wp-content/uploads/n44_entremes-FANavarro1.pdf;2016
Fernando A. Navarro;¿Quién lo usó por vez primera? <em>Percusión</em>;n44_entremes-FANavarro2.pdf;44;Entremeses;https://www.tremedica.org/wp-content/uploads/n44_entremes-FANavarro2.pdf;2016
Fernando J. Ponte Hernando|Javier Ponte Sánchez|Miguel Ponte Sánchez;El Plumero. Neologismos médicos con fundamento;n44_tribuna-FPonteHernandoEtAl.pdf;44;Tribuna;https://www.tremedica.org/wp-content/uploads/n44_tribuna-FPonteHernandoEtAl.pdf;2016
Francisco Cortés Gabaudan;Rencillas científicas y disputas terminológicas a propósito de <em>leucemia</em>;n44_entremes-FCortesGabaudan.pdf;44;Entremeses;https://www.tremedica.org/wp-content/uploads/n44_entremes-FCortesGabaudan.pdf;2016
Grupo Gentt;Entrevista a Ana Lluch;n44_semblanzas-Gentt.pdf;44;Semblanzas;https://www.tremedica.org/wp-content/uploads/n44_semblanzas-Gentt.pdf;2016
José Bocic;<em>Escepticemia</em> y el placer de leer;n44_resenas-JBocic.pdf;44;Reseñas;https://www.tremedica.org/wp-content/uploads/n44_resenas-JBocic.pdf;2016
Juan Valentín Fernández de la Gala;Nuestro ilustrador: Dino Valls;n44_nuestroilustrador.pdf;44;Nuestr@ ilustrador@;https://www.tremedica.org/wp-content/uploads/n44_nuestroilustrador.pdf;2016
Lorena Cano-Orón;Correlación entre las búsquedas sobre terapias alternativas en Google y su uso por parte de la población española;n44_tribuna-LCano-Oron.pdf;44;Tribuna;https://www.tremedica.org/wp-content/uploads/n44_tribuna-LCano-Oron.pdf;2016
Lucila Sanz;La conducta ilustrada;n44_resenas-LSanz.pdf;44;Reseñas;https://www.tremedica.org/wp-content/uploads/n44_resenas-LSanz.pdf;2016
Pablo von Stecher;Bernardo Houssay y la difusión del conocimiento científico en la Argentina (1930-1960);n44_tribuna-PvonStecher.pdf;44;Tribuna;https://www.tremedica.org/wp-content/uploads/n44_tribuna-PvonStecher.pdf;2016
Patricia Rodríguez-Inés;Análisis de un género textual al alcance de todos: el folleto médico;n44_resenas-PRodriguezInes.pdf;44;Reseñas;https://www.tremedica.org/wp-content/uploads/n44_resenas-PRodriguezInes.pdf;2016
Paula Saiz-Hontangas|Pilar Ezpeleta-Piorno|Ana Muñoz-Miquel;El uso de imágenes en guías para pacientes: una primera aproximación desde la perspectiva del nivel de activación del paciente;n44_tribuna-PSaiz-HontangasEtAl.pdf;44;Tribuna;https://www.tremedica.org/wp-content/uploads/n44_tribuna-PSaiz-HontangasEtAl.pdf;2016
Redacción de Panace@;Agenda;n44_agenda.pdf;44;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n44_agenda.pdf;2016
Silvia Fernández Peris;La comunicación terapéutica;n44_tribuna-SFernandezPeris.pdf;44;Tribuna;https://www.tremedica.org/wp-content/uploads/n44_tribuna-SFernandezPeris.pdf;2016
TERMCAT, Centre de Terminologia;Creativitat al poder (I);n44_entremes-TERMCAT1.pdf;44;Entremeses;https://www.tremedica.org/wp-content/uploads/n44_entremes-TERMCAT1.pdf;2016
TERMCAT, Centre de Terminologia;Creativitat al poder (II);n44_entremes-TERMCAT2.pdf;44;Entremeses;https://www.tremedica.org/wp-content/uploads/n44_entremes-TERMCAT2.pdf;2016
Valentina Marta Rodríguez;Estudio español-francés de la metaforización biomédica en las guías de práctica clínica en el ámbito de las enfermedades raras;n44_tribuna-VMartaRodriguez.pdf;44;Tribuna;https://www.tremedica.org/wp-content/uploads/n44_tribuna-VMartaRodriguez.pdf;2016
Valentina Marta Rodríguez;Te harán los oscuros tecnolectos en tus traducciones su empleo documentar;n44_resenas-VMartaRodriguez.pdf;44;Reseñas;https://www.tremedica.org/wp-content/uploads/n44_resenas-VMartaRodriguez.pdf;2016
Vicent Montalt|Isabel García-Izquierdo;¿Informar o comunicar? Algunos temas emergentes en comunicación para pacientes;n44_editorial.pdf;44;Editorial;https://www.tremedica.org/wp-content/uploads/n44_editorial.pdf;2016
Walter Adrián Koza|Ricardo Martínez-Gamboa;Generación automática de definiciones mediante explicitación. Una aplicación a los neologismos del dominio médico;n44_tribuna-WAdrianRMartinez-Gamboa.pdf;44;Tribuna;https://www.tremedica.org/wp-content/uploads/n44_tribuna-WAdrianRMartinez-Gamboa.pdf;2016
Alejandro García-Aragón;Propuestas iniciales para la elaboración de un diccionario de dificultades de traducción de artículos científicos de enfermería español > inglés: un enfoque término-lexicográfico;n45_tribuna-AGarciaAragon.pdf;45;Tribuna;https://www.tremedica.org/wp-content/uploads/n45_tribuna-AGarciaAragon.pdf;2017
Cristina Estrada Velo;Nueva versión del <em>Gran diccionario médico alemán-español</em> de Fernando A. Navarro;n45_resenas-CEstrada.pdf;45;Reseñas;https://www.tremedica.org/wp-content/uploads/n45_resenas-CEstrada.pdf;2017
Fernando A. Navarro;¿Quién lo usó por vez primera? <em>Enfermedad por arañazo de gato</em>;n45_entremes-FANavarro.pdf;45;Entremeses;https://www.tremedica.org/wp-content/uploads/n45_entremes-FANavarro.pdf;2017
Francisco Javier Acosta Artiles|Alicia Bolaños Medina;Anglicismos léxicos evitables en artículos científicos de salud mental;n45_tribuna-FJAcostaABolanos.pdf;45;Tribuna;https://www.tremedica.org/wp-content/uploads/n45_tribuna-FJAcostaABolanos.pdf;2017
Juan Antonio Prieto Velasco;Recepción y percepción de las imágenes en textos médicos para pacientes: estudio experimental sobre la repulsión;n45_tribuna-JAPrieto-Velasco.pdf;45;Tribuna;https://www.tremedica.org/wp-content/uploads/n45_tribuna-JAPrieto-Velasco.pdf;2017
Juan Pedro Monferrer-Sala;Equivalencias léxicas de enfermedades y estrategias de traducción del griego al árabe en textos medievales;n45_tribuna-JPMonferrerSala.pdf;45;Tribuna;https://www.tremedica.org/wp-content/uploads/n45_tribuna-JPMonferrerSala.pdf;2017
M.ª del Mar Ogea Pozo;El lenguaje especializado en traducción audiovisual: subtitulado del género informativo especializado en el ámbito biosanitario;n45_tribuna-MMOgeaPozo.pdf;45;Tribuna;https://www.tremedica.org/wp-content/uploads/n45_tribuna-MMOgeaPozo.pdf;2017
María Fernanda Lozano;Casi todo lo que necesitas saber sobre la traducción y redacción de textos científicos en español y no sabías dónde encontrar;n45_resenas-MFLozano.pdf;45;Reseñas;https://www.tremedica.org/wp-content/uploads/n45_resenas-MFLozano.pdf;2017
María Luisa Rodríguez Muñoz;Nuestro ilustrador: pinceladas catárticas de Rafael Navarro;n45_nuestroilustrador.pdf;45;Nuestr@ ilustrador@;https://www.tremedica.org/wp-content/uploads/n45_nuestroilustrador.pdf;2017
Maribel Tercedor Sánchez|Antonio Jesús Láinez Ramos-Bossini;La comunicación en línea en el ámbito de la psiquiatría: caracterización terminológica de los foros de pacientes;n45_tribuna-MTecedorAJLainez.pdf;45;Tribuna;https://www.tremedica.org/wp-content/uploads/n45_tribuna-MTecedorAJLainez.pdf;2017
Paula Bellido Fernández|M.ª Azahara Veroz González;NEUDECOR (EN/FR/ES): una solución en línea para la traducción de textos sobre enfermedades neurodegenerativas;n45_tribuna-PBellidoMAVeroz.pdf;45;Tribuna;https://www.tremedica.org/wp-content/uploads/n45_tribuna-PBellidoMAVeroz.pdf;2017
Pilar Castillo Bernal;<em>Quae medicamenta non sanant</em>;n45_editorial.pdf;45;Editorial;https://www.tremedica.org/wp-content/uploads/n45_editorial.pdf;2017
Sara Milena Ortiz-Muñoz|Jorge Antonio Mejía-Escobar|Leonardo Alberto Ríos-Osorio|Walter Alfredo Salas-Zapata;Análisis de los microcontextos de la investigación en microbiología desde la perspectiva de la sostenibilidad;n45_tribuna-SMilenaEtAl.pdf;45;Tribuna;https://www.tremedica.org/wp-content/uploads/n45_tribuna-SMilenaEtAl.pdf;2017
TERMCAT, Centre de Terminologia;El calendari de vacunacions, en format interactiu i amb la terminologia destacada;n45_entremes-TERMCAT1.pdf;45;Entremeses;https://www.tremedica.org/wp-content/uploads/n45_entremes-TERMCAT1.pdf;2017
TERMCAT, Centre de Terminologia;L’atenció emocional pediàtrica, o com millorar la vida dels nens hospitalitzats;n45_entremes-TERMCAT2.pdf;45;Entremeses;https://www.tremedica.org/wp-content/uploads/n45_entremes-TERMCAT2.pdf;2017
Carmen M.ª Cedillo Corrochano;Radiografía de la traducción e interpretación en los servicios públicos en España;n46_resenas-CCedillo.pdf;46;Reseñas;https://www.tremedica.org/wp-content/uploads/n46_resenas-CCedillo.pdf;2017
Fernando A. Navarro;¿Deberían los intérpretes cambiar de nombre?;n46_entremes-FANavarro.pdf;46;Entremeses;https://www.tremedica.org/wp-content/uploads/n46_entremes-FANavarro.pdf;2017
Lara Domínguez Araújo;Un libro de texto clave para la formación de intérpretes en los servicios públicos;n46_resenas-LDominguez.pdf;46;Reseñas;https://www.tremedica.org/wp-content/uploads/n46_resenas-LDominguez.pdf;2017
Luis A. García Nevares;Testimonio de Luis A. García Nevares: mi labor como intérprete voluntario de urgencia tras el azote del huracán;n46_semblanzas-LGarciaNevares.pdf;46;Semblanzas;https://www.tremedica.org/wp-content/uploads/n46_semblanzas-LGarciaNevares.pdf;2017
M.ª del Mar Sánchez Ramos;Interpretación sanitaria y herramientas informáticas de traducción: los sistemas de gestión de corpus;n46_tribuna-MSanchezRamos.pdf;46;Tribuna;https://www.tremedica.org/wp-content/uploads/n46_tribuna-MSanchezRamos.pdf;2017
María Luisa Rodríguez Muñoz;Nuestro ilustrador: José Luis Muñoz, entre dos mundos;n46_nuestroilustrador.pdf;46;Nuestr@ ilustrador@;https://www.tremedica.org/wp-content/uploads/n46_nuestroilustrador.pdf;2017
María Teresa Ortego-Antón;Los sistemas de gestión terminológica desde la perspectiva de los intérpretes en el ámbito biosanitario;n46_tribuna-MTOrtego-Anton.pdf;46;Tribuna;https://www.tremedica.org/wp-content/uploads/n46_tribuna-MTOrtego-Anton.pdf;2017
Marta Franco López;La interpretación hospitalaria: realidad, características, aspectos formativos;n46_tribuna-MFranco.pdf;46;Tribuna;https://www.tremedica.org/wp-content/uploads/n46_tribuna-MFranco.pdf;2017
Marta Franco López;Panorámica de la formación del mediador y paciente desde una perspectiva inclusiva;n46_resenas-MFranco.pdf;46;Reseñas;https://www.tremedica.org/wp-content/uploads/n46_resenas-MFranco.pdf;2017
Miriam Seghiri;Corpus e interpretación biosanitaria: extracción terminológica basada en bitextos del campo de la Neurología para la fase documental del intérprete;n46_tribuna-MSeghiri.pdf;46;Tribuna;https://www.tremedica.org/wp-content/uploads/n46_tribuna-MSeghiri.pdf;2017
Óscar Jiménez Serrano;Entrevista a Concha Ortiz, intérprete de conferencias especializada en medicina;n46_semblanzas-OJimenez.pdf;46;Semblanzas;https://www.tremedica.org/wp-content/uploads/n46_semblanzas-OJimenez.pdf;2017
Rafael Porlán Moreno|Óscar Jiménez Serrano;Entorno clínico y comunicación interpretada: una relación dinámica y en evolución;n46_editorial.pdf;46;Editorial;https://www.tremedica.org/wp-content/uploads/n46_editorial.pdf;2017
Raquel Lázaro Gutiérrez|Jesús Manuel Tejero González;Interculturalidad y mediación cultural en el ámbito sanitario. Descripción de la implementación de un programa de mediación intercultural en el Servicio de Salud de Castilla-La Mancha;n46_tribuna-RLazaroJMTejero.pdf;46;Tribuna;https://www.tremedica.org/wp-content/uploads/n46_tribuna-RLazaroJMTejero.pdf;2017
Raquel Sanz-Moreno;Dilemas éticos en interpretación sanitaria. El médico entra en el aula;n46_tribuna-RSanz-Moreno.pdf;46;Tribuna;https://www.tremedica.org/wp-content/uploads/n46_tribuna-RSanz-Moreno.pdf;2017
TERMCAT, Centre de Terminologia;Novetats terminològiques en la taula periòdica: <em>nihoni</em>, <em>moscovi</em>, <em>tennessi</em> i <em>oganessó</em>;n46_entremes-TERMCAT1.pdf;46;Entremeses;https://www.tremedica.org/wp-content/uploads/n46_entremes-TERMCAT1.pdf;2017
TERMCAT, Centre de Terminologia;<em>Xylella fastidiosa</em>: com s’escriu?, com es pronuncia?;n46_entremes-TERMCAT2.pdf;46;Entremeses;https://www.tremedica.org/wp-content/uploads/n46_entremes-TERMCAT2.pdf;2017
Alejandro García-Aragón;Formantes griegos en el ámbito biosanitario: el caso de <em>pneuma</em>;n47-entremeses2.pdf;47;Entremeses;https://www.tremedica.org/wp-content/uploads/n47-entremeses2.pdf;2018
Alejandro García-Aragón;Formantes griegos en el ámbito biosanitario: el caso de <em>narco</em>;n47-entremeses3.pdf;47;Entremeses;https://www.tremedica.org/wp-content/uploads/n47-entremeses3.pdf;2018
Enrique de Miranda;El absurdo de la terminología densa en los estudios médicos para pacientes;n47-opinion.pdf;47;Opinión;https://www.tremedica.org/wp-content/uploads/n47-opinion.pdf;2018
Gemma Sanza Porcar;Anatomía de They (Una crónica muy particular del Congreso XV Aniversario de Asetrad);n47-resenas-4.pdf;47;Reseñas;https://www.tremedica.org/wp-content/uploads/n47-resenas-4.pdf;2018
Laura Munoa;Bertha Gutiérrez Rodilla, catedrática de Historia de la Ciencia;n47-semblanzas-1.pdf;47;Semblanzas;https://www.tremedica.org/wp-content/uploads/n47-semblanzas-1.pdf;2018
Lorenzo Gallego Borghini|Juan Manuel Martín Arias;Glosario de símbolos, siglas y abreviaturas de farmacocinética (inglés-español);n47-terminologia-2.pdf;47;Terminología;https://www.tremedica.org/wp-content/uploads/n47-terminologia-2.pdf;2018
María Cristina Toledo Báez|Raquel Martínez Lorente;Colocaciones, locuciones y compuestos sintagmáticos bilingües (español-francés) sobre diabetes en el corpus comparable <em>Cordiabicom</em>;n47-tribuna-5.pdf;47;Tribuna;https://www.tremedica.org/wp-content/uploads/n47-tribuna-5.pdf;2018
María Luisa Rodríguez Muñoz;Nuestro ilustrador, Francisco Salido: recuerdos del mar en calma;n47-nuestroilustrador.pdf;47;Nuestr@ ilustrador@;https://www.tremedica.org/wp-content/uploads/n47-nuestroilustrador.pdf;2018
Mónica Parcet;Glosario (alemán-español) de términos relacionados con el sistema sanitario alemán;n47-terminologia-1.pdf;47;Terminología;https://www.tremedica.org/wp-content/uploads/n47-terminologia-1.pdf;2018
Myriam Martí-Sánchez|Vanessa Roger-Monzó;La percepción social de la homeopatía en la prensa digital española: un análisis semántico;n47-tribuna-6.pdf;47;Tribuna;https://www.tremedica.org/wp-content/uploads/n47-tribuna-6.pdf;2018
Noelia Burdeus-Domingo;La interpretación en los servicios públicos: Un mecanismo para salvaguardar los derechos de los pacientes europeos;n47-resenas-2.pdf;47;Reseñas;https://www.tremedica.org/wp-content/uploads/n47-resenas-2.pdf;2018
Paz Gómez Polledo;Glosario ilustrado inglés-español sobre sillas de ruedas;n47-terminologia-3.pdf;47;Terminología;https://www.tremedica.org/wp-content/uploads/n47-terminologia-3.pdf;2018
Pilar Castillo Bernal;Transiciones;n47-editorial-1.pdf;47;Editorial;https://www.tremedica.org/wp-content/uploads/n47-editorial-1.pdf;2018
Pilar Ordóñez López;El folleto médico: estudio contrastivo del género en España y Reino Unido;n47-resenas-3.pdf;47;Reseñas;https://www.tremedica.org/wp-content/uploads/n47-resenas-3.pdf;2018
Raquel Lázaro Gutiérrez;Interpretación sanitaria para víctimas de violencia de género;n47-tribuna-4.pdf;47;Tribuna;https://www.tremedica.org/wp-content/uploads/n47-tribuna-4.pdf;2018
Raquel Sanz-Moreno;La percepción del personal sanitario sobre la interpretación en hospitales. Estudio de caso;n47-tribuna-1.pdf;47;Tribuna;https://www.tremedica.org/wp-content/uploads/n47-tribuna-1.pdf;2018
Robert Szymyślik;Estudio de la traducción de neologismos relacionados con la medicina en la literatura de ciencia ficción;n47-tribuna-3.pdf;47;Tribuna;https://www.tremedica.org/wp-content/uploads/n47-tribuna-3.pdf;2018
Santiago Rodríguez-Rubio Mediavilla;Análisis cuantitativo de erratas del <em>Diccionario Terminológico de las Ciencias Farmacéuticas Inglés-Español/Spanish-English</em> (Ariel, 2007);n47-tribuna-2.pdf;47;Tribuna;https://www.tremedica.org/wp-content/uploads/n47-tribuna-2.pdf;2018
Soledad Díaz Alarcón;El buen uso del español en el ámbito biomédico;n47-resenas-1.pdf;47;Reseñas;https://www.tremedica.org/wp-content/uploads/n47-resenas-1.pdf;2018
TERMCAT, Centre de Terminologia;Termes de tecnologia mòbil;n47-entremeses1.pdf;47;Entremeses;https://www.tremedica.org/wp-content/uploads/n47-entremeses1.pdf;2018
TERMCAT, Centre de Terminologia;Els noms dels tes japonesos;n47-entremeses4.pdf;47;Entremeses;https://www.tremedica.org/wp-content/uploads/n47-entremeses4.pdf;2018
Tomás Pérez Pazos;O Prof. Dr. Daniel Moura e a paixão pelo conhecimento humano ou a paixão humana pelo conhecimento;n47-semblanzas-2.pdf;47;Semblanzas;https://www.tremedica.org/wp-content/uploads/n47-semblanzas-2.pdf;2018
Alejandro García-Aragón;Términos traidores en el ámbito biosanitario: ejemplos a partir de un diccionario inglés-griego y sus equivalentes en español;Panacea_48_002_Terminolog-ía.pdf;48;Terminología;https://www.tremedica.org/wp-content/uploads/Panacea_48_002_Terminolog-ía.pdf;2018
Ángel Narro;Léxico médico en las colecciones de milagros de santos de época bizantina (ss. V-XV);Panacea_48_007_Tribuna.pdf;48;Tribuna;https://www.tremedica.org/wp-content/uploads/Panacea_48_007_Tribuna.pdf;2018
Dámaris Romero González;El <em>topos</em> de Pericles y la caída del esclavo y el sueño como elemento definitorio;Panacea_48_012_Tribuna.pdf;48;Tribuna;https://www.tremedica.org/wp-content/uploads/Panacea_48_012_Tribuna.pdf;2018
Israel Muñoz Gallarte;La lengua griega en el ámbito biosanitario: a la sombra de Uranía;Panacea_48_001_Editorial.pdf;48;Editorial;https://www.tremedica.org/wp-content/uploads/Panacea_48_001_Editorial.pdf;2018
Jordi Redondo;La licantropía y el efialtes en la literatura médica griega: los testimonios de Areteo, Galeno, Posidonio y Aecio de Amida, Oribasio y Actuario (más dos textos de Agatángelo y Miguel Pselo);Panacea_48_008_Tribuna.pdf;48;Tribuna;https://www.tremedica.org/wp-content/uploads/Panacea_48_008_Tribuna.pdf;2018
José Antonio de la Riva Fort;Nostalgia de una lengua divinizada;Panacea_48_015_Reseña.pdf;48;Reseñas;https://www.tremedica.org/wp-content/uploads/Panacea_48_015_Reseña.pdf;2018
Luis Calero;La anatomía vocal y respiratoria en los textos griegos antiguos;Panacea_48_006_Tribuna.pdf;48;Tribuna;https://www.tremedica.org/wp-content/uploads/Panacea_48_006_Tribuna.pdf;2018
Luis Miguel Pino Campos;El tratado de Galeno <em>Sobre las causas en los pulsos</em>: estructura, contenido y tipología;Panacea_48_005_Tribuna.pdf;48;Tribuna;https://www.tremedica.org/wp-content/uploads/Panacea_48_005_Tribuna.pdf;2018
María Jesús Pérez Ibáñez;Fray Bernardino de Laredo como traductor de textos médicos;Panacea_48_010_Tribuna.pdf;48;Tribuna;https://www.tremedica.org/wp-content/uploads/Panacea_48_010_Tribuna.pdf;2018
María Luisa Rodríguez Muñoz;Nuestro ilustrador, Juan Hidalgo del Moral: el rostro humano del héroe;Panacea_48_017_Nuestro-ilustrador.pdf;48;Nuestr@ ilustrador@;https://www.tremedica.org/wp-content/uploads/Panacea_48_017_Nuestro-ilustrador.pdf;2018
Mónica Durán Mañas;El vocabulario de la sección de las venas en los tratados sobre la flebotomía de Galeno;Panacea_48_011_Tribuna.pdf;48;Tribuna;https://www.tremedica.org/wp-content/uploads/Panacea_48_011_Tribuna.pdf;2018
Panagiota Papadopoulou;La elaboración de un diccionario médico bilingüe, griego moderno-español: problemas, soluciones y observaciones;Panacea_48_003_Terminolog-ía.pdf;48;Terminología;https://www.tremedica.org/wp-content/uploads/Panacea_48_003_Terminolog-ía.pdf;2018
Ramón Méndez González;La medicina en las series de televisión;Panacea_48_013_Reseña.pdf;48;Reseñas;https://www.tremedica.org/wp-content/uploads/Panacea_48_013_Reseña.pdf;2018
Sergi Cortiñas Rovira;El periodista científico en el laboratorio de la lingüística;Panacea_48_016_Reseña.pdf;48;Reseñas;https://www.tremedica.org/wp-content/uploads/Panacea_48_016_Reseña.pdf;2018
Susana Rodríguez Barcia;Díganme el nombre de una científica española;Panacea_48_014_Reseña.pdf;48;Reseñas;https://www.tremedica.org/wp-content/uploads/Panacea_48_014_Reseña.pdf;2018
TERMCAT, Centre de Terminologia;Gestants que no són mares;Panacea_48_004_Entremes.p-df.pdf;48;Entremeses;https://www.tremedica.org/wp-content/uploads/Panacea_48_004_Entremes.p-df.pdf;2018
TERMCAT, Centre de Terminologia;És adequat el terme <em>nadó medicament</em>?;Panacea_48_009_Entremes.p-df.pdf;48;Entremeses;https://www.tremedica.org/wp-content/uploads/Panacea_48_009_Entremes.p-df.pdf;2018
Alejandro García-Aragón;Formantes griegos en el ámbito biosanitario: el caso de <em>noso</em>;panacea19-49_13_Entremeses_Garcia-Aragon1.pdf;49;Entremeses;https://www.tremedica.org/wp-content/uploads/panacea19-49_13_Entremeses_Garcia-Aragon1.pdf;2019
Alejandro García-Aragón;Formantes griegos en el ámbito biosanitario: el caso de <em>siring</em>;panacea19-49_14_Entremeses_Garcia-Aragon2.pdf;49;Entremeses;https://www.tremedica.org/wp-content/uploads/panacea19-49_14_Entremeses_Garcia-Aragon2.pdf;2019
Anayensy Ojer Sánchez;Guía práctica para investigadores noveles: claves para escribir un buen proyecto y solicitar financiación;panacea19-49_18_Resenas_Ojer.pdf;49;Reseñas;https://www.tremedica.org/wp-content/uploads/panacea19-49_18_Resenas_Ojer.pdf;2019
Beatriz Martínez Ojeda;La popularización de la pseudociencia fisiognómica de Lavater a principios del XIX en Francia: análisis y traducción de fragmentos;panacea19-49_12_Tribuna_Martinez_Ojeda.pdf;49;Tribuna;https://www.tremedica.org/wp-content/uploads/panacea19-49_12_Tribuna_Martinez_Ojeda.pdf;2019
Carlos Garrido Rodrigues;A equivalência em espanhol e em português do vocábulo inglês <em>ape</em>, com uma reflexão sobre a incompetência de certos tradutores e lexicógrafos e o dececionante dicionário da RAE;panacea19-49_11_Tribuna_Garrido.pdf;49;Tribuna;https://www.tremedica.org/wp-content/uploads/panacea19-49_11_Tribuna_Garrido.pdf;2019
Carmen Expósito Castro;Glosario bilingüe francés-español de abreviaciones, acrónimos y siglas médicas;panacea19-49_03_Terminologia.pdf;49;Terminología;https://www.tremedica.org/wp-content/uploads/panacea19-49_03_Terminologia.pdf;2019
Elena Pérez Estevan;El médico que habla en el idioma del paciente;panacea19-49_20_Resenas_Perez_Estevan.pdf;49;Reseñas;https://www.tremedica.org/wp-content/uploads/panacea19-49_20_Resenas_Perez_Estevan.pdf;2019
Gustavo Filsinger Senftleben;Revisión histórico-conceptual de la homeopatía: su interés en la actualidad e incidencia en la traducción;panacea19-49_05_Tribuna_Filsinger.pdf;49;Tribuna;https://www.tremedica.org/wp-content/uploads/panacea19-49_05_Tribuna_Filsinger.pdf;2019
Isabel de la Cruz Cabanillas;La enfermedad celiaca a través de dos tratados inéditos del siglo XVII;panacea19-49_07_Tribuna_De_la_Cruz.pdf;49;Tribuna;https://www.tremedica.org/wp-content/uploads/panacea19-49_07_Tribuna_De_la_Cruz.pdf;2019
Juan Pedro Monferrer-Sala;«Coge una cataplasma de higos, ponla en la llaga y sanarás y vivirás». Terminología médica especializada en una traducción árabe del episodio de la enfermedad del rey Ezequías;panacea19-49_04_Tribuna_Monferrer-Sala.pdf;49;Tribuna;https://www.tremedica.org/wp-content/uploads/panacea19-49_04_Tribuna_Monferrer-Sala.pdf;2019
Laura Pruneda González;Salud y enfermedad, según se mire…;panacea19-49_21_Resenas_Pruneda.pdf;49;Reseñas;https://www.tremedica.org/wp-content/uploads/panacea19-49_21_Resenas_Pruneda.pdf;2019
Leticia Arcos Álvarez;Didáctica de la medicina a través del cómic;panacea19-49_17_Resenas_Arcos.pdf;49;Reseñas;https://www.tremedica.org/wp-content/uploads/panacea19-49_17_Resenas_Arcos.pdf;2019
